feature,route,page,page_file,screen_level,archetype,body_grade,density_score,density_priority,density_reason,shared_component_count,custom_body_count,relaxed_padding_count,loose_gap_count,relaxed_gap_count,large_gap_count,max_width_count,center_count,section_header_count,vit_card_count,source_files
trade,AppRoutePaths.tradeCopyExAnteCosts,ExAnteCostsPage,flutter_app/lib/features/trade/presentation/pages/ex_ante_costs_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,35,10,0,0,0,0,0,0,0,9,flutter_app/lib/features/trade/presentation/pages/ex_ante_costs_page.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_common.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_overview.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_scenarios_actions.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_summary_breakdown.dart
trade,AppRoutePaths.tradeCopyExPostCostsReport,ExPostCostsReportPage,flutter_app/lib/features/trade/presentation/pages/ex_post_costs_report_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,21,5,0,0,0,0,0,0,1,7,flutter_app/lib/features/trade/presentation/pages/ex_post_costs_report_page.dart;flutter_app/lib/features/trade/presentation/widgets/ex_post_costs_report_summary.dart;flutter_app/lib/features/trade/presentation/widgets/ex_post_costs_report_variance_common.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeExecutionQuality,ExecutionQualityDemoPage,flutter_app/lib/features/trade/presentation/pages/execution_quality_demo_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,10,2,0,0,0,0,0,0,0,3,flutter_app/lib/features/trade/presentation/pages/execution_quality_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyExecutionVenueAnalysis,ExecutionVenueAnalysisPage,flutter_app/lib/features/trade/presentation/pages/execution_venue_analysis_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,28,18,0,0,0,0,0,0,0,9,flutter_app/lib/features/trade/presentation/pages/execution_venue_analysis_page.dart;flutter_app/lib/features/trade/presentation/widgets/execution_venue_common.dart;flutter_app/lib/features/trade/presentation/widgets/execution_venue_comparison.dart;flutter_app/lib/features/trade/presentation/widgets/execution_venue_speed_trends.dart;flutter_app/lib/features/trade/presentation/widgets/execution_venue_summary.dart
trade,AppRoutePaths.tradeCopyInvestorCompensation,InvestorCompensationPage,flutter_app/lib/features/trade/presentation/pages/investor_compensation_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,40,10,0,0,0,0,0,0,0,9,flutter_app/lib/features/trade/presentation/pages/investor_compensation_page.dart;flutter_app/lib/features/trade/presentation/widgets/investor_compensation_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/investor_compensation_page_sections.dart
trade,AppRoutePaths.tradeCopyKidGenerator,KIDGeneratorPage,flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,23,8,0,0,0,0,0,0,1,7,flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,'/trade/:pairId/futures/leverage',LeveragePage,flutter_app/lib/features/trade/presentation/pages/leverage_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,23,10,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/leverage_page.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_controls_presets.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_header_hero_risk.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_impact_confirm.dart
trade,AppRoutePaths.tradeMarginLiveMarketDataAnalytics,LiveMarketDataAnalyticsPage,flutter_app/lib/features/trade/presentation/pages/live_market_data_analytics_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,11,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/trade/presentation/pages/live_market_data_analytics_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeMarginHub,MarginTradingHubPage,flutter_app/lib/features/trade/presentation/pages/margin_trading_hub_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,21,13,0,0,0,0,0,0,0,9,flutter_app/lib/features/trade/presentation/pages/margin_trading_hub_page.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_hub_cards.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_hub_hero_nav.dart
trade,AppRoutePaths.tradeMargin,MarginTradingPage,flutter_app/lib/features/trade/presentation/pages/margin_trading_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,71,22,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/margin_trading_page.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_03.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_04.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_controls.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_inputs.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_summary.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_positions_orders.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_price_pair.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_risk_cards.dart
trade,AppRoutePaths.tradeMarginBtcusdt,MarginTradingPage,flutter_app/lib/features/trade/presentation/pages/margin_trading_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,71,22,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/margin_trading_page.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_03.dart;flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_04.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_controls.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_inputs.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_order_summary.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_positions_orders.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_price_pair.dart;flutter_app/lib/features/trade/presentation/widgets/margin_trading_risk_cards.dart
trade,AppRoutePaths.tradeCopyOmbudsmanReferral,OmbudsmanReferralPage,flutter_app/lib/features/trade/presentation/pages/ombudsman_referral_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,20,7,0,0,0,0,0,0,3,7,flutter_app/lib/features/trade/presentation/pages/ombudsman_referral_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeOrderReceipt,OrderReceiptPage,flutter_app/lib/features/trade/presentation/pages/order_receipt_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,28,11,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/order_receipt_page.dart;flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,'/trade/copy-performance/:copyId/attribution',PerformanceAttributionPage,flutter_app/lib/features/trade/presentation/pages/performance_attribution_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,23,9,0,0,0,0,1,0,0,7,flutter_app/lib/features/trade/presentation/pages/performance_attribution_page.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_common.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_painters.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_summary_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_tabs.dart
trade,AppRoutePaths.tradeCopyPerformanceScenarios,PerformanceScenariosPage,flutter_app/lib/features/trade/presentation/pages/performance_scenarios_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,24,3,0,0,0,0,0,0,0,8,flutter_app/lib/features/trade/presentation/pages/performance_scenarios_page.dart;flutter_app/lib/features/trade/presentation/widgets/performance_scenarios_intro_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/performance_scenarios_outcome_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyRiskAnalysis,PortfolioRiskAnalysisPage,flutter_app/lib/features/trade/presentation/pages/portfolio_risk_analysis_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,19,13,0,0,0,0,0,1,1,7,flutter_app/lib/features/trade/presentation/pages/portfolio_risk_analysis_page.dart;flutter_app/lib/features/trade/presentation/widgets/portfolio_risk_analysis_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/portfolio_risk_analysis_page_sections.dart
trade,AppRoutePaths.tradePositions,PositionDashboardPage,flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,37,5,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyProductGovernance,ProductGovernancePage,flutter_app/lib/features/trade/presentation/pages/product_governance_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,22,12,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/product_governance_page.dart;flutter_app/lib/features/trade/presentation/widgets/product_governance_overview_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/product_governance_products.dart;flutter_app/lib/features/trade/presentation/widgets/product_governance_reviews_distribution.dart
trade,AppRoutePaths.tradeCopyComparison,ProviderComparisonPage,flutter_app/lib/features/trade/presentation/pages/provider_comparison_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,17,8,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/provider_comparison_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyProviderGovernance,ProviderGovernancePage,flutter_app/lib/features/trade/presentation/pages/provider_governance_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,26,9,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/provider_governance_page.dart;flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_details.dart;flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_overview.dart
trade,AppRoutePaths.tradeCopyLeaderboard,ProviderLeaderboardPage,flutter_app/lib/features/trade/presentation/pages/provider_leaderboard_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,22,6,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/provider_leaderboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_cards.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_controls.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_disclaimer.dart
trade,AppRoutePaths.tradeCopyRiyCalculator,RIYCalculatorPage,flutter_app/lib/features/trade/presentation/pages/riy_calculator_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,14,7,0,0,0,0,0,0,3,5,flutter_app/lib/features/trade/presentation/pages/riy_calculator_page.dart;flutter_app/lib/features/trade/presentation/widgets/riy_calculator_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/riy_calculator_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyRegulatoryDisclosures,RegulatoryDisclosuresPage,flutter_app/lib/features/trade/presentation/pages/regulatory_disclosures_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,38,13,0,0,0,0,0,0,1,11,flutter_app/lib/features/trade/presentation/pages/regulatory_disclosures_page.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_actions.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_cards.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_common.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_hero_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_tabs.dart
trade,AppRoutePaths.tradeCopyRegulatoryInspectionReady,RegulatoryInspectionReadyPage,flutter_app/lib/features/trade/presentation/pages/regulatory_inspection_ready_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,27,10,0,0,0,0,0,0,1,8,flutter_app/lib/features/trade/presentation/pages/regulatory_inspection_ready_page.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_inspection_ready_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_inspection_ready_page_sections.dart
trade,AppRoutePaths.tradeCopyRegulatoryReportsDashboard,RegulatoryReportsDashboardPage,flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,55,10,0,0,0,0,0,0,0,13,flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page.dart;flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page_part_03.dart
trade,AppRoutePaths.tradeCopyRiskIndicatorExplainer,RiskIndicatorExplainerPage,flutter_app/lib/features/trade/presentation/pages/risk_indicator_explainer_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,16,8,0,0,0,0,0,0,3,4,flutter_app/lib/features/trade/presentation/pages/risk_indicator_explainer_page.dart;flutter_app/lib/features/trade/presentation/widgets/risk_indicator_details_common.dart;flutter_app/lib/features/trade/presentation/widgets/risk_indicator_scale_intro.dart
trade,AppRoutePaths.tradeRiskManagement,RiskManagementDemoPage,flutter_app/lib/features/trade/presentation/pages/risk_management_demo_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,35,18,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/risk_management_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_common.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_overview.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_tabs.dart
